id,Channel,Partner_Provided,UGC,Channel_id,Label,AssetChannelID,Label2,CMS,client_youtube_shares
1757,T S Films,AnshuPant,AnshuPantUGC,v_A0pyKboN9kJNlusB6GXg,ANSU,UCv_A0pyKboN9kJNlusB6GXg,ANSU,ND Kids,30
1758,V Earth Music,AnshuPant,AnshuPantUGC,umK6aW73eq080ZU4n07iJQ,ANSU,UCumK6aW73eq080ZU4n07iJQ,ANSU,ND Kids,30
1759,YR Entertainment,AnshuPant,AnshuPantUGC,pNWCsZu0Svbc0mXU7FvbeA,ANSU,UCpNWCsZu0Svbc0mXU7FvbeA,ANSU,ND Kids,30
1760,Yr Official,AnshuPant,AnshuPantUGC,KVziVci6B_qbw1GtkIk6Ig,ANSU,UCKVziVci6B_qbw1GtkIk6Ig,ANSU,ND Kids,30
1761,OnlineBhajans,AffiliateVia,AffiliateViaUGC,xuavIxdTiPt6t0L4REBwBw,AFFV,UCxuavIxdTiPt6t0L4REBwBw,AFFV,ND Kids,30
1762,Akhilesh Kashyap Writer Official,TNA,TNAUGC,KwKSTfIHoLNmDes8eWWbLA,TNA,UCKwKSTfIHoLNmDes8eWWbLA,TNA,ND Kids,30
1763,AP Bhojpuri Music,TNA,TNAUGC,#NAME?,TNA,UC-Ud21m_xC-vALzXKrwXLSA,TNA,ND Kids,30
1764,Asia Records Bhojpuri,TNA,TNAUGC,lwrKbnExTzhib4lE7xPtew,TNA,UClwrKbnExTzhib4lE7xPtew,TNA,ND Kids,30
1765,Bavara Music Presents,TNA,TNAUGC,vTvZPko5bf1uzVIFrXFr-w,TNA,UCvTvZPko5bf1uzVIFrXFr-w,TNA,ND Kids,30
1766,Copy Paste Dhamaka,TNA,TNAUGC,EAdEF9mo4tIDMGUgofuD5g,TNA,UCEAdEF9mo4tIDMGUgofuD5g,TNA,ND Kids,30
1767,Gannayak Entertainment,TNA,TNAUGC,cOYQshPpdhlDiBFy95UIGw,TNA,UCcOYQshPpdhlDiBFy95UIGw,TNA,ND Kids,30
1768,Hiya Music Records,TNA,TNAUGC,mxU5aCu1usrRCYT2pdjVvw,TNA,UCmxU5aCu1usrRCYT2pdjVvw,TNA,ND Kids,30
1769,Jag Music,TNA,TNAUGC,of8DzbM2MWfzQAXyLUL2Gw,TNA,UCof8DzbM2MWfzQAXyLUL2Gw,TNA,ND Kids,30
1770,L K Films,TNA,TNAUGC,S13-C9qjbVZ9EvoAMtmcuQ,TNA,UCS13-C9qjbVZ9EvoAMtmcuQ,TNA,ND Kids,30
1771,Mahi Records Bhojpuri,TNA,TNAUGC,c6tvoETf9UNcE0Brg1aNDQ,TNA,UCc6tvoETf9UNcE0Brg1aNDQ,TNA,ND Kids,30
1772,Mantra Entertainment,TNA,TNAUGC,noFAgW3byY_QEBy0fbrFzg,TNA,UCnoFAgW3byY_QEBy0fbrFzg,TNA,ND Kids,30
1773,MD Music Ghazipur,TNA,TNAUGC,83OfBCo6LaykvWp3xQ7cEQ,TNA,UC83OfBCo6LaykvWp3xQ7cEQ,TNA,ND Kids,30
1774,NAVYA MUSIC,TNA,TNAUGC,NIuFc7N1CFjBT01wmlOdLA,TNA,UCNIuFc7N1CFjBT01wmlOdLA,TNA,ND Kids,30
1775,PARDESI COMEDY,TNA,TNAUGC,l3OTElm_lKcjQos8WKOdbA,TNA,UCl3OTElm_lKcjQos8WKOdbA,TNA,ND Kids,30
1776,Pksd Music,TNA,TNAUGC,dfmQrmOog-D1_AttamQD9w,TNA,UCdfmQrmOog-D1_AttamQD9w,TNA,ND Kids,30
1777,Vikash Gop Entertainment,TNA,TNAUGC,6QMAB2WRiq-3N5RAjEzW8g,TNA,UC6QMAB2WRiq-3N5RAjEzW8g,TNA,ND Kids,30
1778,Aviya Films Bhojpuri,Galaxy,GalaxyUGC,ikoo5VxdQiZXzd2nPsHciw,GDPL,UCikoo5VxdQiZXzd2nPsHciw,GDPL,ND Kids,30
1779,Dangal Music Official,Galaxy,GalaxyUGC,qf1y-9EC0o0yQHzZVNT97A,GDPL,UCqf1y-9EC0o0yQHzZVNT97A,GDPL,ND Kids,30
1780,tuntun yadav official,marsorbit,marsorbitugc,yeuot1qioknhkmk-e-qkjq,mars,ucyeuot1qioknhkmk-e-qkjq,mars,nd kids,30
1781,Ghost World Bengali,KooTVKids,KooTVKidsUGC,Qxxg5VB8Vgs5NKzL7FrC1Q,KOO,UCQxxg5VB8Vgs5NKzL7FrC1Q,KOO,ND Kids,30
1782,Ghost World Hindi,KooTVKids,KooTVKidsUGC,if8SnxuKIwi20DCUXaGP4A,KOO,UCif8SnxuKIwi20DCUXaGP4A,KOO,ND Kids,30
1783,Ghost World Kannada,KooTVKids,KooTVKidsUGC,f1TFgVf_XZJPUq0CPkN3OQ,KOO,UCf1TFgVf_XZJPUq0CPkN3OQ,KOO,ND Kids,30
1784,Ghost World Tamil,KooTVKids,KooTVKidsUGC,VbSeLXmS0eERR-PBHkERjg,KOO,UCVbSeLXmS0eERR-PBHkERjg,KOO,ND Kids,30
1785,Ghost World Telugu,KooTVKids,KooTVKidsUGC,RAfjUkc783fDEJuJOpI9Mg,KOO,UCRAfjUkc783fDEJuJOpI9Mg,KOO,ND Kids,30
1786,AD Studios,NFXShot,NFXShotUGC,exLAz8NG6KaSlHFVy2W5KA,NFS,UCexLAz8NG6KaSlHFVy2W5KA,NFS,ND Kids,30
1787,Adbhut Rahasya,NFXShot,NFXShotUGC,Dt6pNReai8PfxKRowSrKsQ,NFS,UCDt6pNReai8PfxKRowSrKsQ,NFS,ND Kids,30
1788,Bhoot Pasta,NFXShot,NFXShotUGC,IF3NXHSAkGED0x2sdivq0Q,NFS,UCIF3NXHSAkGED0x2sdivq0Q,NFS,ND Kids,30
1789,Channel to be confirmed,AdmireStudio,AdmireStudioUGC,Channel to be confirmed,ADMS,Channel to be confirmed,ADMS,ND Kids,30
1790,91.9 Sarthak FM,RDC-SidhTV,RDC-SidhTVUGC,yp9bL2U2JHbZS18-koZsYA,SIDH,UCyp9bL2U2JHbZS18-koZsYA,SIDH,ND Kids,30
1791,Big Khortha Tv,Digicell,DigicellUGC,IrivwV3M1KuU43YW6ICmoQ,DCMPL,UCIrivwV3M1KuU43YW6ICmoQ,DCMPL,ND Kids,30
1792,Dharam Tv,Digicell,DigicellUGC,JmxnG_vG0pKZDW83aUCJ1w,DCMPL,UCJmxnG_vG0pKZDW83aUCJ1w,DCMPL,ND Kids,30
1793,Dj Shashi Jharkhand No.1 Dj,Digicell,DigicellUGC,FMjGODyULqPdSmmbhnAoyA,DCMPL,UCFMjGODyULqPdSmmbhnAoyA,DCMPL,ND Kids,30
1794,MAA JANKI PRODUCTION,Digicell,DigicellUGC,5gdAc32jYQP7CV1j443psg,DCMPL,UC5gdAc32jYQP7CV1j443psg,DCMPL,ND Kids,30
1795,Murli films,Digicell,DigicellUGC,7sSV16JTFNkEGA9_-P_HWg,DCMPL,UC7sSV16JTFNkEGA9_-P_HWg,DCMPL,ND Kids,30
1796,SAKSHI MUSIC,Digicell,DigicellUGC,OV2JAcN31LG6t46Tj50Xew,DCMPL,UCOV2JAcN31LG6t46Tj50Xew,DCMPL,ND Kids,30
1797,SHRI BHAGWAT RASAMRITAM,Digicell,DigicellUGC,spOIgM5rOVFtS13t0wDnXA,DCMPL,UCspOIgM5rOVFtS13t0wDnXA,DCMPL,ND Kids,30
1798,UJALA FILMS,Digicell,DigicellUGC,fcr9mXTjLei9F_2NHy82yA,DCMPL,UCfcr9mXTjLei9F_2NHy82yA,DCMPL,ND Kids,30
1799,DPS DARSHAN,Tristar,TristarUGC,pZm05YrDxWgE4f8j6msToA,TRIS,UCpZm05YrDxWgE4f8j6msToA,TRIS,ND Kids,30
1800,channel to be confirmed,richint,richintugc,channel to be confirmed,rich,channel to be confirmed,rich,nd2,30
1801,Mahadev Music World,GirjeshGupta,GirjeshGuptaUGC,nGY7VYRqaq03y-510N_SDA,GGG,UCnGY7VYRqaq03y-510N_SDA,GGG,ND Kids,30
1802,SGG Worldwide Music Events,GirjeshGupta,GirjeshGuptaUGC,85lsuhpCbHVmFIkJ7zfNQQ,GGG,UC85lsuhpCbHVmFIkJ7zfNQQ,GGG,ND Kids,30
1803,Shivshahi Music World,GirjeshGupta,GirjeshGuptaUGC,zigNDOxonVz_SpIfgzKuQw,GGG,UCzigNDOxonVz_SpIfgzKuQw,GGG,ND Kids,30
1804,Nautanki Samrat,NautankiSamrat,NautankiSamratUGC,V4eab5qMq5lvK4n2W3KQxw,TYAGINS,UCV4eab5qMq5lvK4n2W3KQxw,TYAGINS,ND Kids,30
1805,Rachna Music,TNDM-1,TNDM-1UGC,RRkMpP5SQrX6i1PiWnLrfA,TNDM1,UCRRkMpP5SQrX6i1PiWnLrfA,TNDM1,ND Kids,30
1806,SSAN MUSIC,SSAN,SSANUGC,bzDDfmyoyo9tKb9yhDA7hA,SSAN,UCbzDDfmyoyo9tKb9yhDA7hA,SSAN,ND Kids,30
1807,Channel to be confirmed,7Sur,7SurUGC,Channel to be confirmed,7SUR,Channel to be confirmed,7SUR,ND Kids,30
1808,Mithun Music Bhojpuri,TNDM-5,TNDM-5UGC,VAjfhcDESmohZCRcIhF_5g,TNDM5,UCVAjfhcDESmohZCRcIhF_5g,TNDM5,ND Kids,30
1809,Rave Music Mantra,StudioMax,StudioMaxUGC,1A9HHlcolA04uuR0Q7YKiQ,RAV,UC1A9HHlcolA04uuR0Q7YKiQ,RAV,ND Kids,30
1810,Anita Films Rajasthani HD,AnitaFilms,AnitaFilmsUGC,T9caxfNM1xKxGcewkmXszg,ANF,UCT9caxfNM1xKxGcewkmXszg,ANF,ND Kids,30
1811,???? ??? ??????? MP 3 Official,TNDM-4,TNDM-4UGC,pyvqUn0EXD3qHkodp247VQ,TNDM4,UCpyvqUn0EXD3qHkodp247VQ,TNDM4,ND Kids,30
1812,JSR FILMS PVT. LTD. HD,TNDM-4,TNDM-4UGC,YiQSjw-qMIA5l29avYjREA,TNDM4,UCYiQSjw-qMIA5l29avYjREA,TNDM4,ND Kids,30
1813,Mukherjee Nagar live classes,TNDM-4,TNDM-4UGC,_gGrLaU8N2wdcxtpvU24-g,TNDM4,UC_gGrLaU8N2wdcxtpvU24-g,TNDM4,ND Kids,30
1814,Shaan Films,TNDM-4,TNDM-4UGC,OkT1Kd6YTV-DINXJCM2hFw,TNDM4,UCOkT1Kd6YTV-DINXJCM2hFw,TNDM4,ND Kids,30
1815,Channel to be confirmed,TNDM-2,TNDM-2UGC,Channel to be confirmed,TNDM2,Channel to be confirmed,TNDM2,ND Kids,30
1816,Bengali Geeti Kiran,RDC,RDCUGC,Vnu3ucn_XvV46Z2Lx9YsZA,RDCM,UCVnu3ucn_XvV46Z2Lx9YsZA,RDCM,ND Kids,30
1817,Dev Music Comedy Junction,RDC,RDCUGC,hgRMQRcW2J0Wbey3ap5Qtg,RDCM,UChgRMQRcW2J0Wbey3ap5Qtg,RDCM,ND Kids,30
1818,Channel to be confirmed,HardeepSingh,HardeepSinghUGC,Channel to be confirmed,HRS,Channel to be confirmed,HRS,ND Kids,30
1819,Channel to be confirmed,AdmireStudio,AdmireStudioUGC,Channel to be confirmed,ADMR,Channel to be confirmed,ADMR,ND Kids,30
1820,Sportswallah,DigiOsmosis,DigiOsmosisUGC,jJLAcBc3JDsf85sTkGpudQ,DIGI,UCjJLAcBc3JDsf85sTkGpudQ,DIGI,ND Kids,30
1821,Channel to be confirmed,Puneet,PuneetUGC,Channel to be confirmed,PKR,Channel to be confirmed,PKR,ND Kids,30
1822,Channel to be confirmed,Unitezz,UnitezzUGC,Channel to be confirmed,UTZ,Channel to be confirmed,UTZ,ND Kids,30
1823,Channel to be confirmed,MinhLong,MinhLongUGC,Channel to be confirmed,MINH,Channel to be confirmed,MINH,ND Kids,30
1824,The Company Man,JustinHunte,JustinHunteUGC,MF7C3hqyVA4bvTb0x0cdHw,TCM,UCMF7C3hqyVA4bvTb0x0cdHw,TCM,ND Kids,30
1825,Indian Storytellers,DigiOsmosis,DigiOsmosisUGC,7CS81HAM7enrIC_rbAplfQ,DIGIIST,UC7CS81HAM7enrIC_rbAplfQ,DIGIIST,ND Kids,30
1826,Channel to be confirmed,MohamedIbrahim,MohamedIbrahimUGC,Channel to be confirmed,MIB,Channel to be confirmed,MIB,ND Kids,30
1827,Channel to be confirmed,PawanSharma,PawanSharmaUGC,Channel to be confirmed,PWNS,Channel to be confirmed,PWNS,ND Kids,30
1828,Khandeshi Superstars,HarshJodhi,HarshJodhiUGC,v9C_Wz7HT837idXAcewSkQ,HRJ,UCv9C_Wz7HT837idXAcewSkQ,HRJ,ND Kids,30
1829,Cymbals Devotional,CymbalsArts,CymbalsArtsUGC,fz6H1lZbDwjPEANkTM6QCA,JOY,UCfz6H1lZbDwjPEANkTM6QCA,JOY,ND Kids,30
1830,Channel to be confirmed,Murari,MurariUGC,Channel to be confirmed,MLP,Channel to be confirmed,MLP,ND Kids,30
1831,Channel to be confirmed,PoojaVCD,PoojaVCDUGC,Channel to be confirmed,VCD,Channel to be confirmed,VCD,ND Kids,30
1832,Great India Films,TNDM-3,TNDM-3UGC,SuS6T2hvtnPCOR8MtH2lDQ,TNDM3,UCSuS6T2hvtnPCOR8MtH2lDQ,TNDM3,ND Kids,30
1833,Desi Bamboo,HarshJodhi,HarshJodhiUGC,DAuTNGkxryXa_1BLsLX5lQ,BOB,UCDAuTNGkxryXa_1BLsLX5lQ,BOB,ND Kids,30
1834,Channel to be confirmed,MLW,MLWUGC,Channel to be confirmed,MLW,Channel to be confirmed,MLW,ND Kids,30
1835,Channel to be confirmed,RatanMahato,RatanMahatoUGC,Channel to be confirmed,RTN,Channel to be confirmed,RTN,ND Kids,30
1836,Channel to be confirmed,SanamChaudhry,SanamChaudhryUGC,Channel to be confirmed,SANAM,Channel to be confirmed,SANAM,ND Kids,30
1837,Channel to be confirmed,RamendraSahni,RamendraSahniUGC,Channel to be confirmed,AVN,Channel to be confirmed,AVN,ND Kids,30
1838,Channel to be confirmed,NfxShot1,NfxShot1UGC,Channel to be confirmed,NFS1,Channel to be confirmed,NFS1,ND Kids,30
1839,Channel to be confirmed,ErikLLP,ErikLLPUGC,Channel to be confirmed,ERIK,Channel to be confirmed,ERIK,ND Kids,30
1840,Channel to be confirmed,Phoebe,Phoebe,Channel to be confirmed,VNTV,Channel to be confirmed,VNTV,ND Kids,30
1841,Channel to be confirmed,SSEnt,SSEntUGC,Channel to be confirmed,SSEnt,Channel to be confirmed,SSEnt,ND Kids,30
1842,Channel to be confirmed,DanceEng,DanceEngUGC,Channel to be confirmed,DEN,Channel to be confirmed,DEN,ND Kids,30
1843,Channel to be confirmed,SunilJain,SunilJainUGC,Channel to be confirmed,SLJ,Channel to be confirmed,SLJ,ND Kids,30
1844,Channel to be confirmed,Beyondworldwide,BeyondworldwideUGC,Channel to be confirmed,BEY,Channel to be confirmed,BEY,ND Kids,30
1845,Channel to be confirmed,TaneshaGrant,TaneshaGrantUGC,Channel to be confirmed,TAN,Channel to be confirmed,TAN,ND Kids,30
1846,Channel to be confirmed,PurnaChandra,PurnaChandraUGC,Channel to be confirmed,PCH,Channel to be confirmed,PCH,ND Kids,30
1847,Channel to be confirmed,BandEhsaas,BandEhsaasUGC,Channel to be confirmed,BRJ,Channel to be confirmed,BRJ,ND Kids,30
1848,Channel to be confirmed,GalaGlobal,GalaGlobalUGC,Channel to be confirmed,GGI,Channel to be confirmed,GGI,ND Kids,30
1849,Channel to be confirmed,phoebe,phoebe,Channel to be confirmed,MOT,Channel to be confirmed,MOT,ND Kids,30
1850,Channel to be confirmed,FuturesInfinite,FuturesInfiniteUGC,Channel to be confirmed,ZIQ,Channel to be confirmed,ZIQ,ND Kids,30
1851,Channel to be confirmed,NinadBhat,NinadBhatUGC,Channel to be confirmed,NBH,Channel to be confirmed,NBH,ND Kids,30
1852,Channel to be confirmed,TNDM,TNDMUGC,Channel to be confirmed,TNDM,Channel to be confirmed,TNDM,ND Kids,30
1853,Channel to be confirmed,HoangTiep,HoangTiepUGC,Channel to be confirmed,HTK,Channel to be confirmed,HTK,ND Kids,30
1854,Channel to be confirmed,TNDM-AswiniTv,TNDM-AswiniTvUGC,Channel to be confirmed,TNDMAS,Channel to be confirmed,TNDMAS,ND Kids,30
1855,Channel to be confirmed,Phoebe,Phoebe,Channel to be confirmed,NGOC,Channel to be confirmed,NGOC,ND Kids,30
1856,Channel to be confirmed,ZoneTV,ZoneTVUGC,Channel to be confirmed,ZONE,Channel to be confirmed,ZONE,ND Kids,30
1857,Channel to be confirmed,BinakaMusic,BinakaMusicUGC,Channel to be confirmed,BINAKA,Channel to be confirmed,BINAKA,ND Kids,30
1858,Channel to be confirmed,JayeshNandwana,JayeshNandwanaUGC,Channel to be confirmed,JYND,Channel to be confirmed,JYND,ND Kids,30
1859,Channel to be confirmed,TranKhanh,TranKhanhUGC,Channel to be confirmed,TRAN,Channel to be confirmed,TRAN,ND Kids,30
1860,Channel to be confirmed,Utkarsh,UtkarshUGC,Channel to be confirmed,UTJ,Channel to be confirmed,UTJ,ND Kids,30
1861,Channel to be confirmed,TNDM-Sonic,TNDM-SonicUGC,Channel to be confirmed,TNDMS,Channel to be confirmed,TNDMS,ND Kids,30
1862,Channel to be confirmed,MediaCir,MediaCirUGC,Channel to be confirmed,CIRCULAR,Channel to be confirmed,CIRCULAR,ND Kids,30
1863,Channel to be confirmed,WingsNew,WingsNewUGC,Channel to be confirmed,WINC,Channel to be confirmed,WINC,ND Kids,30
1864,Channel to be confirmed,BhajanKirtan,BhajanKirtanUGC,Channel to be confirmed,TYAGIBK,Channel to be confirmed,TYAGIBK,ND Kids,30
1865,Channel to be confirmed,DoneeTech,DoneeTechUGC,Channel to be confirmed,ASH,Channel to be confirmed,ASH,ND Kids,30
1866,Channel to be confirmed,PhongTran,PhongTranUGC,Channel to be confirmed,PHONG,Channel to be confirmed,PHONG,ND Kids,30
1867,Channel to be confirmed,AgrattaProduction,AgrattaProductionUGC,Channel to be confirmed,HCB,Channel to be confirmed,HCB,ND Kids,30
1868,Channel to be confirmed,EpicFlow,EpicFlowUGC,Channel to be confirmed,EPFO,Channel to be confirmed,EPFO,ND Kids,30
1869,Channel to be confirmed,DigilutionNext,DigilutionNextUGC,Channel to be confirmed,INV,Channel to be confirmed,INV,ND Kids,30
1870,Ur Random Geek,AngadSingh,AngadSinghUGC,vxQ36lH2KXZstVt0-lTB9Q,AGS,UCvxQ36lH2KXZstVt0-lTB9Q,AGS,ND Music,30
1871,VlogIndia,AjayChoudhary,AjayChoudharyUGC,2-BdWbk1rA2RA0TYHySGCA,AJYC,UC2-BdWbk1rA2RA0TYHySGCA,AJYC,ND Music,30
1872,Channel to be confirmed,AmitSahu,AmitSahuUGC,Channel to be confirmed,AMS,Channel to be confirmed,AMS,ND Music,30
1873,Channel to be confirmed,AnkurMishra,AnkurMishraUGC,Channel to be confirmed,ANM,Channel to be confirmed,ANM,ND Music,30
1874,Channel to be confirmed,Arvin,ArvinUGC,Channel to be confirmed,ARN,Channel to be confirmed,ARN,ND Music,30
1875,Channel to be confirmed,AsianMirror,AsianMirrorUGC,Channel to be confirmed,ASM,Channel to be confirmed,ASM,ND Music,30
1876,liazo calcutta,ChaitaliChakraborty,ChaitaliChakrabortyUGC,r6fZKHG3kmlxI4f8YglkRA,CCBY,UCr6fZKHG3kmlxI4f8YglkRA,CCBY,ND Music,30
1877,MR. Factologist,ChandandeepSingh,ChandandeepSinghUGC,OwuRBMVFdSH6DrMGZpNoPg,CND,UCOwuRBMVFdSH6DrMGZpNoPg,CND,ND Music,30
1878,Channel to be confirmed,DayVaHoc,DayVaHocUGC,Channel to be confirmed,DAYVA,Channel to be confirmed,DAYVA,ND Music,30
1879,Channel to be confirmed,DharmeshMewara,DharmeshMewaraUGC,Channel to be confirmed,DHM,Channel to be confirmed,DHM,ND Music,30
1880,Empower TV,EmpowerBollywood,EmpowerBollywoodUGC,494_eeEpiil7ygke2ABOkg,EMTV,UC494_eeEpiil7ygke2ABOkg,EMTV,ND Music,30
1881,Channel to be confirmed,FuturesInfinite,FuturesInfiniteUGC,Channel to be confirmed,FIN,Channel to be confirmed,FIN,ND Music,30
1882,Chillx Marathi,FunOnGo,FunOnGoUGC,iQVJmnr5sRNoZlc8LnqvOw,FOG,UCiQVJmnr5sRNoZlc8LnqvOw,FOG,ND Music,30
1883,Channel to be confirmed,HoangCamera,HoangCameraUGC,Channel to be confirmed,HCA,Channel to be confirmed,HCA,ND Music,30
1884,Channel to be confirmed,HamidKhan,HamidKhanUGC,Channel to be confirmed,HKN,Channel to be confirmed,HKN,ND Music,30
1885,Channel to be confirmed,JawadAhmed,JawadAhmedUGC,Channel to be confirmed,JAM,Channel to be confirmed,JAM,ND Music,30
1886,Joty Kay World,JotyKay,JotyKayUGC,fCtOi2MNWBkW9vLdnwPPGg,JKW,UCfCtOi2MNWBkW9vLdnwPPGg,JKW,ND Music,30
1887,Kavita Shah,KavitaShah,KavitaShahUGC,qRBP3-nDuWRpSK0J9yyDJQ,KTK,UCqRBP3-nDuWRpSK0J9yyDJQ,KTK,ND Music,30
1888,Leena Jay,LeenaJay,LeenaJayUGC,Gz6YDc0KuDBNRyVDxtdWTw,LJAY,UCGz6YDc0KuDBNRyVDxtdWTw,LJAY,ND Music,30
1889,Channel to be confirmed,MunaimTahir,MunaimTahirUGC,Channel to be confirmed,MTH,Channel to be confirmed,MTH,ND Music,30
1890,Nusrat Fateh Ali Khan New album,MahmoodMatloob3,MahmoodMatloob3UGC,w_8fREkX3JV9h3T8FWzobg,NFAK,UCw_8fREkX3JV9h3T8FWzobg,NFAK,ND Music,30
1891,StreetSpeak,NikhilDhomkar,NikhilDhomkarUGC,fh6aSPuGaIBuP_0DYe2Z8A,NIDH,UCfh6aSPuGaIBuP_0DYe2Z8A,NIDH,ND Music,30
1892,Radhika films and music,RadhikaFilms,RadhikaFilmsUGC,96zsu_xv8U2cYYx9UFej5A,RADF,UC96zsu_xv8U2cYYx9UFej5A,RADF,ND Music,30
1893,Sanchit Agnihotri,SanchitAgnihotri,SanchitAgnihotriUGC,P3SlUJAmhUrN6NTHv155sQ,SAH,UCP3SlUJAmhUrN6NTHv155sQ,SAH,ND Music,30
1894,mech explanations,MechExp,MechExpUGC,Iohs1jIb84qnUmhbOA7SWQ,SHANK,UCIohs1jIb84qnUmhbOA7SWQ,SHANK,ND Music,30
1895,Channel to be confirmed,SieuNhan,SieuNhanUGC,Channel to be confirmed,SIEU,Channel to be confirmed,SIEU,ND Music,30
1896,Channel to be confirmed,StudioMax,StudioMaxUGC,Channel to be confirmed,SMAX,Channel to be confirmed,SMAX,ND Music,30
1897,Channel to be confirmed,SoraMedia,SoraMediaUGC,Channel to be confirmed,SOM,Channel to be confirmed,SOM,ND Music,30
1898,Suneet Varma,SuneetVarma,SuneetVarmaUGC,bzmnWnR3nLhPwmNkmm0zzA,SUNV,UCbzmnWnR3nLhPwmNkmm0zzA,SUNV,ND Music,30
1899,Channel to be confirmed,TheGioi,TheGioiUGC,Channel to be confirmed,THEGIO,Channel to be confirmed,THEGIO,ND Music,30
1900,Channel to be confirmed,KimPhong,KimPhongUGC,Channel to be confirmed,TOYKIM,Channel to be confirmed,TOYKIM,ND Music,30
1901,Channel to be confirmed,UmasankarSutradhar,UmasankarSutradharUGC,Channel to be confirmed,UMA,Channel to be confirmed,UMA,ND Music,30
1902,Bhojpuri Adda,DalvinderKumar,DalvinderKumarUGC,uIw0Z8gf_mD4yXpOP9m7MA,DLK,UCuIw0Z8gf_mD4yXpOP9m7MA,DLK,ND Music,30
1903,A S Films,Marsorbit,MarsorbitUGC,fMLh_bKic6A7XkEMz1qX1Q,MARS,UCfMLh_bKic6A7XkEMz1qX1Q,MARS,ND Music,30
1904,Chhaila Bihari Official,Marsorbit,MarsorbitUGC,hSlf-y2w5HiXTCChgjM1DA,MARS,UChSlf-y2w5HiXTCChgjM1DA,MARS,ND Music,30
1905,Khushboo Entertainment,Marsorbit,MarsorbitUGC,JSh7_2Y64uapt5hX8tudgw,MARS,UCJSh7_2Y64uapt5hX8tudgw,MARS,ND Music,30
1906,Pseries Music,Marsorbit,MarsorbitUGC,FxOvZ5jLqeX3d5Znmv7UtA,MARS,UCFxOvZ5jLqeX3d5Znmv7UtA,MARS,ND Music,30
1907,Kallu Official,TNDM-Rakesh,TNDM-RakeshUGC,fxxS-CeyAMY5pzWNe1ykFg,TNDMR,UCfxxS-CeyAMY5pzWNe1ykFg,TNDMR,ND Music,30
1908,NVR24 PRIME,TNDM-Rakesh,TNDM-RakeshUGC,4NWcSvhOiaC0KkzSZKYV_w,TNDMR,UC4NWcSvhOiaC0KkzSZKYV_w,TNDMR,ND Music,30
1909,4 IN ONE BHOJPURI,TNDM-Mars,TNDM-MarsUGC,WRZRv0gThBQGToWqPBxHIA,TNDMARS,UCWRZRv0gThBQGToWqPBxHIA,TNDMARS,ND Music,30
1910,Anita Shivani Official,TNDM-Mars,TNDM-MarsUGC,iNPKlp7CVGnHxEutvXMYoA,TNDMARS,UCiNPKlp7CVGnHxEutvXMYoA,TNDMARS,ND Music,30
1911,Anuragfilms Bhojpuri,TNDM-Mars,TNDM-MarsUGC,eCXAvAkJalzhyfPIun60Jg,TNDMARS,UCeCXAvAkJalzhyfPIun60Jg,TNDMARS,ND Music,30
1912,JAWAHAR FILMS,TNDM-Mars,TNDM-MarsUGC,0u0nlrFHzTdK0LQOTVnkRQ,TNDMARS,UC0u0nlrFHzTdK0LQOTVnkRQ,TNDMARS,ND Music,30
1913,Maa Music Studio (Ladania),TNDM-Mars,TNDM-MarsUGC,Zr-7R2IM6jiTFPwd7AyiIw,TNDMARS,UCZr-7R2IM6jiTFPwd7AyiIw,TNDMARS,ND Music,30
1914,SHIVSHAMBHU FILM,TNDM-Mars,TNDM-MarsUGC,ULhFWNXmUuWLKY8P7iQBvQ,TNDMARS,UCULhFWNXmUuWLKY8P7iQBvQ,TNDMARS,ND Music,30
1915,UNN Music Bhojpuri,TNDM-Mars,TNDM-MarsUGC,_hXNu0_P-8hQ9G3wWc6kGg,TNDMARS,UC_hXNu0_P-8hQ9G3wWc6kGg,TNDMARS,ND Music,30
1916,Yadav Films Bhojpuri,TNDM-Mars,TNDM-MarsUGC,D_OqFYD8K0amqfzAmDv9Ag,TNDMARS,UCD_OqFYD8K0amqfzAmDv9Ag,TNDMARS,ND Music,30
1917,Bhajan Simran,VianetMedia,VianetMediaUGC,v01B_jTa6uqBOHBYFRclBA,VMPL,UCv01B_jTa6uqBOHBYFRclBA,VMPL,ND Music,30
1918,J3 MUSIC WORLD,VianetMedia,VianetMediaUGC,ByIJ_Kli2IvLqlR-jiOJXQ,VMPL,UCByIJ_Kli2IvLqlR-jiOJXQ,VMPL,ND Music,30
1919,Live Bhakti Sangeet,VianetMedia,VianetMediaUGC,f_yAUxdFxl2cqMdg8mqHog,VMPL,UCf_yAUxdFxl2cqMdg8mqHog,VMPL,ND Music,30
1920,SAYAR SUBIN MEWATI,VianetMedia,VianetMediaUGC,2zEHrP5ah-__0lgRPjb_NQ,VMPL,UC2zEHrP5ah-__0lgRPjb_NQ,VMPL,ND Music,30
1921,Superline Video,VianetMedia,VianetMediaUGC,hsMXGUb6KiyQEw5jwR-JAg,VMPL,UChsMXGUb6KiyQEw5jwR-JAg,VMPL,ND Music,30
1922,Uk Mewat,VianetMedia,VianetMediaUGC,W3tdSLYooeY-jipcMad7Kw,VMPL,UCW3tdSLYooeY-jipcMad7Kw,VMPL,ND Music,30
1923,Channel to be confirmed,YourMedia,YourMediaUGC,Channel to be confirmed,YMUG,Channel to be confirmed,YMUG,ND Music,30
